login,PR,commit,issue,repo,unknown,acc_type
DoctorMilesBennettDyson,0.0,0.0,0.0,3.0,0.0,
DoctorMorDi,0.0,0.0,0.0,2.0,0.0,
Dodecahedrane,0.0,0.0,0.0,1.0,0.0,
DodgertheGray,0.0,0.0,0.0,1.0,0.0,
Dojahub,0.0,0.0,0.0,1.0,0.0,
DoktorMike,1.0,0.0,0.0,1.0,0.0,
Dolani25,0.0,0.0,0.0,1.0,0.0,
DolmaengC,0.0,0.0,0.0,1.0,0.0,
DomKYZ,0.0,0.0,0.0,1.0,0.0,
Dominic-Duke,0.0,0.0,0.0,1.0,0.0,
DominicWC,10.0,0.0,21.0,1.0,1.0,
Dominik1123,0.0,0.0,0.0,1.0,0.0,
Don-Leo-Corleone,0.0,0.0,2.0,0.0,0.0,
DonMaEn,0.0,0.0,2.0,0.0,0.0,
Donatuz,0.0,0.0,2.0,0.0,0.0,
Donbbit,0.0,0.0,1.0,0.0,0.0,
Dong-Gao,0.0,0.0,0.0,1.0,0.0,
Donny-GUI,0.0,0.0,0.0,2.0,0.0,
DonnyAppleWeed,0.0,0.0,0.0,2.0,0.0,
DopeDaditude,0.0,0.0,0.0,1.0,0.0,
DorsanL,0.0,0.0,4.0,0.0,0.0,
DoubleSegment,0.0,0.0,0.0,1.0,0.0,
DoubleXingLee,0.0,0.0,0.0,1.0,0.0,
Doublonmousse,0.0,0.0,1.0,0.0,0.0,
Doug-vN,0.0,0.0,14.0,0.0,0.0,
DougBurke,0.0,0.0,4.0,0.0,0.0,
DouglasSoaresLeite,0.0,0.0,0.0,1.0,0.0,
Doyle0322,0.0,0.0,0.0,1.0,0.0,
Dpbm,0.0,0.0,0.0,2.0,0.0,
Dr-Irv,79.0,21.0,83.0,3.0,82.0,
Dr-Spicy,0.0,0.0,1.0,0.0,0.0,
DrDavidL,0.0,0.0,0.0,1.0,0.0,
DrDrij,2.0,6.0,10.0,3.0,0.0,
DrEntropy,0.0,0.0,0.0,3.0,0.0,
DrGFreeman,0.0,0.0,4.0,0.0,0.0,
DrPenknife,0.0,0.0,0.0,1.0,0.0,
DrPiBlacksmith,0.0,0.0,0.0,1.0,0.0,
DrSOKane,5.0,1.0,5.0,0.0,3.0,
DrUnpopular,0.0,0.0,0.0,1.0,0.0,
DragaDoncila,72.0,17.0,105.0,2.0,83.0,
Dragomordor,0.0,0.0,5.0,1.0,0.0,
DragonRex004,0.0,0.0,0.0,1.0,0.0,
DragonStuff,0.0,0.0,0.0,1.0,0.0,
Drasti11,0.0,0.0,0.0,1.0,0.0,
Dreamupers,0.0,0.0,0.0,1.0,0.0,
Dreawang,0.0,0.0,0.0,1.0,0.0,
Dresslercabrera,0.0,0.0,0.0,1.0,0.0,
Drsongl,0.0,0.0,0.0,1.0,0.0,
Drummersbrother,0.0,0.0,0.0,1.0,0.0,
Drvi,0.0,0.0,2.0,0.0,0.0,
Dryvnt,0.0,0.0,1.0,0.0,0.0,
Dsolnik,1.0,0.0,3.0,1.0,0.0,
Duan-Chen2,0.0,0.0,0.0,1.0,0.0,
DucChien-code,0.0,0.0,0.0,1.0,0.0,
Duraadavid,0.0,0.0,0.0,1.0,0.0,
Durga-design,0.0,0.0,0.0,1.0,0.0,
DuttaAnik,0.0,0.0,7.0,0.0,0.0,
Duveyorg,0.0,0.0,0.0,1.0,0.0,
Dxy628,0.0,0.0,0.0,1.0,0.0,
Dzitsky,0.0,0.0,0.0,1.0,0.0,
E076,0.0,0.0,0.0,1.0,0.0,
EA-design,0.0,0.0,0.0,2.0,0.0,
EBurtonRod,0.0,0.0,3.0,0.0,0.0,
EDKemi,0.0,0.0,0.0,1.0,0.0,
EES-Liuzhenye,0.0,0.0,0.0,1.0,0.0,
EFAcar,0.0,0.0,6.0,0.0,0.0,
EKearn,0.0,0.0,0.0,1.0,0.0,
ELIJDAYO,0.0,0.0,0.0,1.0,0.0,
ELJRussell,0.0,0.0,1.0,0.0,0.0,
ELTOBADIEGO01,0.0,0.0,0.0,1.0,0.0,
ELounissi,0.0,0.0,0.0,2.0,0.0,
ENUMERA8OR,7.0,0.0,4.0,7.0,3.0,
EOGrady21,0.0,0.0,0.0,1.0,0.0,
ESL8,0.0,0.0,0.0,1.0,0.0,
ETOgaosion,0.0,0.0,0.0,1.0,0.0,
ETTAN93,0.0,0.0,1.0,0.0,0.0,
EULUSOY,0.0,0.0,0.0,1.0,0.0,
EXT32v,0.0,0.0,0.0,1.0,0.0,
EajksEajks,0.0,0.0,0.0,1.0,0.0,
EarlHikky,0.0,0.0,0.0,1.0,0.0,
EarlMilktea,20.0,0.0,17.0,1.0,5.0,
EasperOne,0.0,0.0,0.0,1.0,0.0,
EastBayEv,0.0,0.0,0.0,1.0,0.0,
Easy-money-sniper-nciai,0.0,0.0,0.0,1.0,0.0,
Eben60,0.0,0.0,4.0,1.0,0.0,
EchoStatements,0.0,0.0,0.0,1.0,0.0,
EclipseRE,0.0,0.0,0.0,1.0,0.0,
EconMaett,0.0,0.0,0.0,1.0,0.0,
EconoBen,0.0,0.0,0.0,1.0,0.0,
Ed2024rey,0.0,0.0,0.0,1.0,0.0,
EdAbati,1.0,0.0,2.0,0.0,1.0,
EdSaleh,0.0,0.0,0.0,4.0,0.0,
EdVKu,0.0,0.0,1.0,1.0,0.0,
EdanToledo,0.0,0.0,0.0,1.0,0.0,
Edjorge55,0.0,0.0,0.0,1.0,0.0,
Edmontosaurus,0.0,0.0,4.0,2.0,0.0,
Edricklam123,0.0,0.0,1.0,0.0,0.0,
EdsterG,0.0,0.0,4.0,0.0,0.0,
EduPH,0.0,0.0,2.0,0.0,0.0,
EduardAkhmetshin,6.0,0.0,9.0,2.0,5.0,
EduardFerrer,0.0,0.0,0.0,1.0,0.0,
Eduardoreisboattini,0.0,0.0,0.0,1.0,0.0,
EdwardBerman,0.0,0.0,8.0,0.0,0.0,
EdwardLu89,0.0,0.0,0.0,1.0,0.0,
EdwardMendez95,0.0,0.0,0.0,1.0,0.0,
EdwardPunzalan,1.0,0.0,0.0,1.0,0.0,
EdwinB12,0.0,0.0,8.0,0.0,0.0,
EdwinGuo,0.0,0.0,0.0,2.0,0.0,
EdwinRou,0.0,0.0,0.0,1.0,0.0,
Eeeevie,0.0,0.0,0.0,1.0,0.0,
EelkeFolmer,0.0,0.0,0.0,1.0,0.0,
EepyCapy,0.0,0.0,0.0,3.0,0.0,
EfimowEgor,0.0,0.0,0.0,1.0,0.0,
EgoYau,0.0,0.0,0.0,1.0,0.0,
Egoist-debug,0.0,0.0,0.0,1.0,0.0,
Egors01,0.0,0.0,1.0,0.0,0.0,
Egorundel,0.0,0.0,1.0,0.0,0.0,
EhsaanM,0.0,0.0,0.0,1.0,0.0,
EhsanAramide,0.0,0.0,0.0,5.0,0.0,
EhsanGharibNezhad,0.0,0.0,7.0,0.0,0.0,
EiPiFun,0.0,0.0,0.0,1.0,0.0,
Eikosa,0.0,0.0,0.0,1.0,0.0,
Eiltherune,0.0,0.0,0.0,1.0,0.0,
Einswilli,0.0,0.0,0.0,1.0,0.0,
Eirance,0.0,0.0,0.0,1.0,0.0,
EirikTengesdal,0.0,0.0,0.0,1.0,0.0,
Eis-ba-er,0.0,0.0,2.0,0.0,0.0,
Ekemini100,0.0,0.0,0.0,1.0,0.0,
EkvinYang,0.0,0.0,0.0,1.0,0.0,
ElMassas,0.0,0.0,0.0,1.0,0.0,
ElSebas04,0.0,0.0,1.0,0.0,0.0,
Elbokharikarim,0.0,0.0,0.0,2.0,0.0,
Eldriitch,0.0,0.0,2.0,1.0,0.0,
Electronic-Waste,0.0,0.0,0.0,1.0,0.0,
ElectronicBlueberry,15.0,0.0,13.0,0.0,9.0,
Electrostat-Lab,0.0,0.0,0.0,1.0,0.0,
ElektrikAkar,0.0,0.0,8.0,2.0,0.0,
Elemanty,0.0,0.0,0.0,1.0,0.0,
ElenaLaura366,0.0,0.0,0.0,1.0,0.0,
ElenaPolitov001,0.0,0.0,0.0,1.0,0.0,
Elhazinforever,0.0,0.0,0.0,1.0,0.0,
Eli-Jensen,0.0,0.0,0.0,1.0,0.0,
EliAxcel,0.0,0.0,0.0,3.0,0.0,
EliHei2,0.0,0.0,0.0,5.0,0.0,
EliaLand,0.0,0.0,0.0,1.0,0.0,
EliasRas,4.0,0.0,11.0,0.0,2.0,
ElieAntoine,0.0,0.0,0.0,1.0,0.0,
Elimiriel,0.0,0.0,1.0,0.0,0.0,
ElinLiu0,0.0,0.0,3.0,0.0,0.0,
Elio-yang,0.0,0.0,0.0,2.0,0.0,
ElizNG,0.0,0.0,0.0,1.0,0.0,
ElizabethBarra6,0.0,0.0,0.0,1.0,0.0,
ElmiraGhorbani,0.0,0.0,0.0,2.0,0.0,
Elodie-Praxinos,0.0,0.0,3.0,0.0,0.0,
Elraymaro,0.0,0.0,0.0,1.0,0.0,
ElwinCabrera,0.0,0.0,0.0,1.0,0.0,
Em-Dawg,0.0,0.0,0.0,1.0,0.0,
Emasoft,0.0,0.0,0.0,1.0,0.0,
Embrach,0.0,0.0,0.0,2.0,0.0,
Ememobong28,0.0,0.0,1.0,0.0,0.0,
EmersonSantosO,0.0,0.0,0.0,1.0,0.0,
EmiDel1n,0.0,0.0,0.0,1.0,0.0,
EmilHvitfeldt,0.0,0.0,1.0,0.0,0.0,
EmilRybergAkson,1.0,0.0,1.0,0.0,1.0,
EmileSonneveld,0.0,0.0,0.0,1.0,0.0,
Emily-RoseSteyn,0.0,0.0,0.0,1.0,0.0,
EmilyBourne,0.0,0.0,3.0,0.0,0.0,
EmilyXinyi,19.0,0.0,12.0,1.0,13.0,
Emilye42,0.0,0.0,0.0,1.0,0.0,
EmmanuelCharpentier,0.0,0.0,1.0,0.0,0.0,
EmmanuelNworie,0.0,0.0,0.0,1.0,0.0,
Emmanuelkusiluka,0.0,0.0,0.0,1.0,0.0,
Emmanuelokon001,0.0,0.0,0.0,1.0,0.0,
Emmet-Ray,0.0,0.0,0.0,1.0,0.0,
Emmetnolan,0.0,0.0,0.0,1.0,0.0,
EmployedRussian,0.0,0.0,2.0,0.0,0.0,
EmployeeNo427,0.0,0.0,0.0,1.0,0.0,
EmptyL0ve,0.0,0.0,0.0,1.0,0.0,
EnderDobra,0.0,0.0,0.0,1.0,0.0,
EndrrSB,0.0,0.0,0.0,1.0,0.0,
EngMarcoCaiazzo,0.0,0.0,0.0,1.0,0.0,
EngUH01,0.0,0.0,0.0,2.0,0.0,
Engrammae,0.0,0.0,1.0,0.0,0.0,
EngyNasr,5.0,0.0,2.0,0.0,1.0,
Enlightenus,0.0,0.0,0.0,1.0,0.0,
Enlighting-wake-up,0.0,0.0,0.0,3.0,0.0,
Enquier,0.0,5.0,0.0,0.0,0.0,
Epatcharin,0.0,0.0,0.0,1.0,0.0,
Eradax,0.0,0.0,0.0,1.0,0.0,
ErfanAliannezhadi,0.0,0.0,0.0,1.0,0.0,
EricPutney,0.0,0.0,1.0,0.0,0.0,
EricTianC,0.0,0.0,0.0,1.0,0.0,
Erick-o-Abreu,0.0,0.0,0.0,1.0,0.0,
ErickNuup,0.0,0.0,0.0,1.0,0.0,
ErikQQY,54.0,15.0,44.0,1.0,17.0,
Eririf,0.0,0.0,5.0,1.0,0.0,
ErixenCruz,0.0,0.0,0.0,1.0,0.0,
Erland366,0.0,0.0,0.0,2.0,0.0,
ErlingJohannessen,0.0,0.0,0.0,1.0,0.0,
Ernesto-Mora,0.0,0.0,0.0,1.0,0.0,
ErosMachado,0.0,0.0,0.0,1.0,0.0,
Erotemic,0.0,0.0,7.0,0.0,0.0,
ErraticO,0.0,0.0,1.0,1.0,0.0,
Errornautical,0.0,0.0,0.0,1.0,0.0,
EruditePanda,0.0,0.0,0.0,1.0,0.0,
EryanNeo,0.0,0.0,1.0,0.0,0.0,
Espresso88p,0.0,0.0,0.0,1.0,0.0,
EtemenNiguru,0.0,0.0,0.0,1.0,0.0,
EthanCarollo,0.0,0.0,0.0,1.0,0.0,
EthanNelson-Moore,0.0,0.0,2.0,0.0,0.0,
Etherium673,0.0,0.0,0.0,1.0,0.0,
EtienneCmb,0.0,0.0,4.0,0.0,0.0,
EtiennePelletier,0.0,0.0,1.0,0.0,0.0,
Eurico1980,0.0,0.0,0.0,1.0,0.0,
Evan1987,0.0,0.0,0.0,2.0,0.0,
EvanC-Civ,0.0,0.0,0.0,1.0,0.0,
EvelinaBiserova,0.0,0.0,0.0,1.0,0.0,
Evelyn0416,0.0,0.0,0.0,1.0,0.0,
Evenlyeven,0.0,0.0,0.0,1.0,0.0,
Eventhorizon32,2.0,0.0,4.0,0.0,5.0,
EverettRichards,0.0,0.0,0.0,1.0,0.0,
EvertonTLima,0.0,0.0,1.0,0.0,0.0,
Evgeni6864,0.0,0.0,0.0,1.0,0.0,
Evgeniia-Gapontseva,0.0,0.0,1.0,0.0,0.0,
Evhen78,0.0,0.0,1.0,0.0,0.0,
Evidlo,0.0,0.0,1.0,0.0,0.0,
EvnFox,0.0,0.0,0.0,1.0,0.0,
EvoArt,0.0,0.0,0.0,1.0,0.0,
EwaGomez,0.0,0.0,1.0,0.0,0.0,
EwoutH,8.0,0.0,79.0,1.0,0.0,
ExpandingMan,0.0,0.0,2.0,0.0,0.0,
Expodia,0.0,0.0,3.0,0.0,0.0,
Extord1108,0.0,0.0,0.0,1.0,0.0,
Exzos08,0.0,0.0,0.0,1.0,0.0,
Eyobs-droid,0.0,0.0,2.0,0.0,0.0,
EzraEngel,0.0,0.0,0.0,1.0,0.0,
Ezreal0211,0.0,0.0,1.0,0.0,0.0,
Ezuharad,0.0,0.0,0.0,5.0,0.0,
EzzalddeenAli,0.0,0.0,0.0,1.0,0.0,
F3eQnxN3RriK,1.0,0.0,0.0,0.0,0.0,
FAIR-by-Design-Methodology,0.0,0.0,0.0,1.0,0.0,
FALAA-1285,0.0,0.0,0.0,1.0,0.0,
FATelarico,0.0,0.0,5.0,0.0,0.0,
FBruzzesi,0.0,0.0,3.0,0.0,0.0,
FCzQfvCW,0.0,0.0,0.0,1.0,0.0,
FJmonkey,0.0,0.0,0.0,1.0,0.0,
FMG0411,0.0,0.0,0.0,1.0,0.0,
FRidh,0.0,0.0,1.0,0.0,0.0,
FRozikin,0.0,0.0,0.0,1.0,0.0,
FX777jr,0.0,0.0,0.0,1.0,0.0,
FYYHU,0.0,0.0,0.0,1.0,0.0,
FZanchittaZippi,0.0,0.0,0.0,1.0,0.0,
FaGeorg,0.0,0.0,0.0,1.0,0.0,
FabianHofmann,0.0,0.0,0.0,2.0,0.0,
FabienFellay,0.0,0.0,2.0,0.0,0.0,
FabioCavaleti,0.0,0.0,0.0,1.0,0.0,
Factory-KJC,0.0,0.0,0.0,1.0,0.0,
FahimFBA,0.0,0.0,0.0,1.0,0.0,
FahrJo,0.0,0.0,0.0,1.0,0.0,
Fai,0.0,0.0,0.0,2.0,0.0,
FairyOwO,0.0,0.0,0.0,1.0,0.0,
Faisalkhrais,0.0,0.0,0.0,1.0,0.0,
FaithStudio,0.0,0.0,0.0,1.0,0.0,
FallAndFarewell,0.0,0.0,0.0,1.0,0.0,
FallingHeart,0.0,0.0,0.0,1.0,0.0,
Fallqs,0.0,0.0,1.0,0.0,0.0,
FangenH,0.0,0.0,0.0,1.0,0.0,
Fanos2105,0.0,0.0,0.0,1.0,0.0,
Fantasque68,0.0,0.0,0.0,2.0,0.0,
FanwangM,0.0,0.0,0.0,1.0,0.0,
FarhaKousar1601,0.0,0.0,0.0,1.0,0.0,
FarmerJohnLYH,0.0,0.0,0.0,1.0,0.0,
FasTTurLle,0.0,0.0,0.0,1.0,0.0,
FatalCreations,0.0,0.0,0.0,2.0,0.0,
FateUBW0227,0.0,0.0,0.0,1.0,0.0,
FatemehTarashi,0.0,0.0,0.0,1.0,0.0,
FattiMei,0.0,0.0,0.0,1.0,0.0,
Fau57,0.0,0.0,0.0,1.0,0.0,
Fauzan55-ikmal,0.0,0.0,0.0,1.0,0.0,
Fazatholomew,0.0,0.0,5.0,0.0,0.0,
Fazyl03,0.0,0.0,0.0,1.0,0.0,
Fcsalvagnini,0.0,0.0,0.0,1.0,0.0,
Fe-r-oz,0.0,0.0,0.0,2.0,0.0,
FedericoDiMarzo,0.0,0.0,0.0,1.0,0.0,
Feelx234,0.0,0.0,0.0,1.0,0.0,
Fei-Tao,0.0,0.0,7.0,0.0,0.0,
FeliciaAnnKelleyTaylorGV,0.0,0.0,0.0,3.0,0.0,
Felicie-Giraud-Sauveur,0.0,0.0,1.0,0.0,0.0,
FelikZ,0.0,0.0,1.0,0.0,0.0,
FelipeMoser,0.0,0.0,1.0,0.0,0.0,
FelixBenning,0.0,0.0,2.0,0.0,0.0,
FelixFroelich,0.0,0.0,2.0,0.0,0.0,
FelixLabelle,0.0,0.0,3.0,0.0,0.0,
FelixQuezada,0.0,0.0,0.0,1.0,0.0,
FemiSphere,0.0,0.0,0.0,1.0,0.0,
Ferabyss,0.0,0.0,0.0,1.0,0.0,
FerdinandBeaman,0.0,0.0,0.0,2.0,0.0,
FermiQ,0.0,0.0,0.0,4.0,0.0,
FernanSoCar,0.0,0.0,0.0,4.0,0.0,
FernandoJGomez,0.0,0.0,2.0,0.0,0.0,
FernandoRogelin,0.0,0.0,0.0,1.0,0.0,
Fernandofinyellow,0.0,0.0,0.0,1.0,0.0,
FerranC96,0.0,0.0,0.0,1.0,0.0,
Ferretguy00,0.0,0.0,1.0,0.0,0.0,
FeynmanDNA,0.0,0.0,5.0,0.0,0.0,
FhyTan,0.0,0.0,0.0,1.0,0.0,
FilBalza,1.0,0.0,1.0,0.0,0.0,
FilipMrkic,0.0,0.0,0.0,1.0,0.0,
FilipMz,0.0,0.0,0.0,1.0,0.0,
FilipeBento,0.0,0.0,0.0,1.0,0.0,
FilipeFcp,0.0,0.0,1.0,0.0,0.0,
FilipeOliveira94,0.0,0.0,0.0,2.0,0.0,
FilipeS0usa,0.0,0.0,0.0,1.0,0.0,
FilipeamTeixeira,1.0,4.0,0.0,1.0,3.0,
FilterAsync,0.0,0.0,0.0,1.0,0.0,
Finarosalina,0.0,0.0,0.0,1.0,0.0,
FinkeNils,0.0,0.0,0.0,3.0,0.0,
Finternetcafe,0.0,0.0,0.0,1.0,0.0,
Fire-,0.0,0.0,0.0,1.0,0.0,
Firestar-Reimu,0.0,0.0,18.0,0.0,0.0,
Fisher87,0.0,0.0,0.0,1.0,0.0,
FisherKKK,0.0,0.0,0.0,2.0,0.0,
Fity,0.0,0.0,0.0,2.0,0.0,
Fizik0,0.0,0.0,0.0,1.0,0.0,
FlaHhArroW,0.0,0.0,0.0,1.0,0.0,
FlameDancer2010,0.0,0.0,0.0,1.0,0.0,
Flaminietta,0.0,0.0,1.0,0.0,0.0,
FlavioAmurrioCS,0.0,0.0,0.0,1.0,0.0,
Flawless1202,0.0,0.0,0.0,1.0,0.0,
FleetingEcho,0.0,0.0,0.0,3.0,0.0,
FlorentCLMichel,0.0,0.0,0.0,4.0,0.0,
FlorianBeerRB,4.0,2.0,2.0,0.0,1.0,
FlorianK13,0.0,0.0,2.0,0.0,0.0,
FlorianLD,0.0,0.0,0.0,1.0,0.0,
FlorisCalkoen,0.0,0.0,1.0,2.0,0.0,
Floryofre,0.0,0.0,0.0,2.0,0.0,
Flu09,0.0,0.0,1.0,0.0,0.0,
FlyingPumba,0.0,0.0,4.0,0.0,0.0,
FlyingWorkshop,0.0,0.0,5.0,0.0,0.0,
Fogapod,0.0,0.0,3.0,0.0,0.0,
FollyTee,0.0,0.0,0.0,1.0,0.0,
Fondazione-Human-Technopole,0.0,0.0,0.0,1.0,0.0,
Forger125,0.0,0.0,0.0,1.0,0.0,
Forgision,0.0,0.0,0.0,1.0,0.0,
ForgottenProgramme,22.0,16.0,11.0,2.0,19.0,
ForsbergPyschometrics,0.0,0.0,8.0,0.0,0.0,
Foshati,0.0,0.0,0.0,1.0,0.0,
FouierL,0.0,0.0,0.0,1.0,0.0,
FoxHin5431,0.0,0.0,1.0,0.0,0.0,
Fractal2017,0.0,0.0,1.0,0.0,0.0,
FractalDimension471,0.0,0.0,0.0,1.0,0.0,
FrancescAlted,130.0,169.0,113.0,45.0,73.0,
FrancescaDr,0.0,0.0,0.0,1.0,0.0,
FrancescoOrrico,0.0,0.0,0.0,1.0,0.0,
FranciscoRodriguezCode,0.0,0.0,0.0,1.0,0.0,
FrancoisLepoutre,0.0,0.0,0.0,1.0,0.0,
FrancoisSchnell,0.0,0.0,0.0,1.0,0.0,
FrankXie05,0.0,0.0,1.0,0.0,0.0,
Franklin1129,0.0,0.0,0.0,3.0,0.0,
FranklynQin,0.0,0.0,0.0,1.0,0.0,
Frankwei2023,0.0,0.0,0.0,2.0,0.0,
Frankystew1,0.0,0.0,0.0,1.0,0.0,
FranzFlink,0.0,0.0,0.0,1.0,0.0,
FranzRoters,0.0,0.0,1.0,0.0,0.0,
Franzi2114,9.0,0.0,2.0,0.0,9.0,
FraysaXII,0.0,0.0,0.0,1.0,0.0,
Fre0Grella,1.0,0.0,6.0,2.0,0.0,
FreReRiku,0.0,0.0,0.0,2.0,0.0,
FreakPirate,0.0,0.0,0.0,2.0,0.0,
Freakwill,0.0,0.0,3.0,0.0,0.0,
FredaXYu,0.0,0.0,2.0,0.0,0.0,
FredericF,1.0,0.0,3.0,1.0,0.0,
FredericJacobs,0.0,0.0,0.0,1.0,0.0,
FredericLCH,0.0,0.0,0.0,1.0,0.0,
FreekDB,0.0,0.0,0.0,0.0,1.0,
FreemanArthur,0.0,0.0,1.0,0.0,0.0,
Freontt,0.0,0.0,0.0,1.0,0.0,
Freshman-LRT,0.0,0.0,1.0,0.0,0.0,
FriederikeBiermann,0.0,0.0,0.0,1.0,0.0,
FrierenGreatDemonLord,0.0,0.0,0.0,2.0,0.0,
FrightenedChicken,0.0,0.0,0.0,1.0,0.0,
Frontsize,0.0,0.0,0.0,1.0,0.0,
FrostyPi,0.0,0.0,0.0,1.0,0.0,
FryOnee,0.0,0.0,0.0,1.0,0.0,
FuckStickFunFuck,0.0,0.0,0.0,5.0,0.0,
FunkyFr3sh,0.0,0.0,1.0,0.0,0.0,
Furi0909,0.0,0.0,0.0,1.0,0.0,
FuyanLu,0.0,0.0,1.0,0.0,0.0,
FuzzyParrabellum,1.0,0.0,0.0,1.0,0.0,
Fynnom,0.0,0.0,0.0,1.0,0.0,
G-nn-r,0.0,0.0,0.0,1.0,0.0,
G13Dantas,0.0,0.0,0.0,1.0,0.0,
G1Ser,0.0,0.0,0.0,1.0,0.0,
GALP-44,0.0,0.0,0.0,1.0,0.0,
GAO1560,0.0,0.0,0.0,1.0,0.0,
GBData94,0.0,0.0,0.0,1.0,0.0,
GBdeMiranda,0.0,0.0,0.0,1.0,0.0,
GDSimpson3,0.0,0.0,0.0,2.0,0.0,
GETUPATNINE,0.0,0.0,0.0,1.0,0.0,
GF-Huang,0.0,0.0,5.0,0.0,0.0,
GGDRriedel,0.0,0.0,1.0,0.0,0.0,
GHAUTHAM2509,0.0,0.0,0.0,1.0,0.0,
GHTaarn,1.0,0.0,6.0,0.0,0.0,
GIDSS,0.0,0.0,0.0,1.0,0.0,
GISH11,0.0,0.0,0.0,1.0,0.0,
GITMCode,0.0,0.0,0.0,1.0,0.0,
GJHSimmons,0.0,0.0,7.0,0.0,0.0,
GJshu,0.0,0.0,0.0,1.0,0.0,
GLP23,0.0,0.0,0.0,1.0,0.0,
GLaTurret,0.0,0.0,0.0,1.0,0.0,
GLking123,0.0,0.0,3.0,0.0,0.0,
GLmontanari,0.0,0.0,1.0,0.0,0.0,
GM07,0.0,0.0,1.0,1.0,0.0,
GMLabGitHub,0.0,0.0,1.0,0.0,0.0,
GMinchess,0.0,0.0,0.0,1.0,0.0,
GNehuen,0.0,0.0,0.0,1.0,0.0,
GOD-VV,0.0,0.0,0.0,1.0,0.0,
GOVINDJI38,0.0,0.0,0.0,2.0,0.0,
GPUtester,0.0,0.0,18.0,0.0,0.0,
GParolini,1.0,0.0,2.0,0.0,0.0,
GR-Menon,0.0,0.0,0.0,1.0,0.0,
GRibbans,0.0,0.0,0.0,1.0,0.0,
GRyan-geophy,0.0,0.0,2.0,0.0,0.0,
GStechschulte,0.0,0.0,0.0,1.0,0.0,
GT-610,0.0,0.0,0.0,1.0,0.0,
GTDevMl,0.0,0.0,0.0,1.0,0.0,
GUITTEYE4398,0.0,0.0,0.0,1.0,0.0,
GUPTA2007,0.0,0.0,2.0,1.0,0.0,
GZack2000,0.0,0.0,0.0,1.0,0.0,
GaBaioni,0.0,0.0,0.0,1.0,0.0,
GaMeRaM,0.0,0.0,0.0,1.0,0.0,
GabbyNorth,0.0,0.0,0.0,1.0,0.0,
Gabmtzz,0.0,0.0,0.0,1.0,0.0,
Gabo793,0.0,0.0,0.0,1.0,0.0,
Gabriel-Kissin,0.0,0.0,5.0,0.0,0.0,
Gabriel-R-A,0.0,0.0,1.0,0.0,0.0,
Gabriel-p,0.0,0.0,1.0,0.0,0.0,
GabrielMajeri,0.0,0.0,0.0,1.0,0.0,
GabrielSeymour,0.0,0.0,0.0,1.0,0.0,
GabrielTrettel,0.0,0.0,0.0,1.0,0.0,
GabryBarbe,0.0,0.0,0.0,1.0,0.0,
Gabsha,0.0,0.0,1.0,0.0,0.0,
GadgetG,0.0,0.0,0.0,1.0,0.0,
GaelVaroquaux,1.0,1.0,3.0,0.0,2.0,
Gaemac,0.0,0.0,0.0,1.0,0.0,
GaetanLepage,1.0,0.0,4.0,1.0,0.0,
GalKepler,1.0,0.0,7.0,0.0,0.0,
GallegoJJ,0.0,0.0,0.0,1.0,0.0,
GaloGS,0.0,0.0,1.0,0.0,0.0,
Gambitier,0.0,0.0,1.0,0.0,0.0,
Gamez2,0.0,0.0,2.0,0.0,0.0,
GamingCharacter,0.0,0.0,0.0,1.0,0.0,
GanIN,0.0,0.0,0.0,2.0,0.0,
GaneshnDoifode,0.0,0.0,0.0,1.0,0.0,
Ganten-Hornby,0.0,0.0,0.0,1.0,0.0,
GaoMorty,0.0,0.0,0.0,1.0,0.0,
GapData,0.0,0.0,0.0,1.0,0.0,
GarethCabournDavies,0.0,0.0,2.0,0.0,0.0,
GarethPrice-Aus,3.0,2.0,3.0,2.0,1.0,
Garnik645,0.0,0.0,1.0,1.0,0.0,
GaroleAtharva,0.0,0.0,1.0,0.0,0.0,
Garren-H,0.0,0.0,6.0,0.0,0.0,
GarrickLin,0.0,0.0,0.0,1.0,0.0,
GarvitDadheech,1.0,0.0,5.0,1.0,0.0,
GaryZou32,0.0,0.0,0.0,1.0,0.0,
Gaurab-B,0.0,0.0,0.0,1.0,0.0,
Gaurav23V,0.0,0.0,0.0,5.0,0.0,
Gavin-OP,0.0,0.0,0.0,1.0,0.0,
Gedamu-tinsae,0.0,0.0,1.0,0.0,0.0,
GeeTwentyFive,0.0,0.0,0.0,1.0,0.0,
Geek-o-Byte,0.0,0.0,0.0,1.0,0.0,
Geidy,0.0,0.0,0.0,1.0,0.0,
GeigerJ2,0.0,0.0,0.0,2.0,0.0,
Gene6hr,0.0,0.0,0.0,1.0,0.0,
GeneralPoxter,0.0,0.0,0.0,1.0,0.0,
Genesis321,0.0,0.0,0.0,1.0,0.0,
GenevieveBuckley,19.0,12.0,24.0,6.0,8.0,
GenieTim,2.0,0.0,1.0,1.0,2.0,
Genka1488,0.0,0.0,0.0,1.0,0.0,
GeoLarryLai,0.0,0.0,3.0,1.0,0.0,
GeoSander,1.0,0.0,8.0,1.0,0.0,
GeoWill,0.0,0.0,0.0,1.0,0.0,
Geodude-93,0.0,0.0,0.0,1.0,0.0,
GeoffreyOgutu,0.0,0.0,0.0,1.0,0.0,
GeonMoo,0.0,0.0,0.0,2.0,0.0,
GeorgEichler,0.0,0.0,0.0,1.0,0.0,
