login,PR,commit,issue,repo,unknown,acc_type
cyanidium,0.0,0.0,1.0,0.0,0.0,
cyasing,0.0,0.0,0.0,1.0,0.0,
cyberchione,0.0,0.0,0.0,2.0,0.0,
cyberfantics,0.0,0.0,1.0,0.0,0.0,
cyberfly-us,0.0,0.0,0.0,2.0,0.0,
cyberpunk2040,0.0,0.0,1.0,0.0,0.0,
cybersecurity-dev,0.0,0.0,0.0,1.0,0.0,
cycal1020,0.0,0.0,0.0,1.0,0.0,
cyh1017jx,0.0,0.0,0.0,1.0,0.0,
cyizhuo,0.0,0.0,0.0,1.0,0.0,
cyjiin,0.0,0.0,0.0,2.0,0.0,
cyk2018,0.0,0.0,0.0,1.0,0.0,
cyklee,0.0,0.0,0.0,1.0,0.0,
cyliang368,9.0,0.0,6.0,0.0,7.0,
cymosilla,0.0,0.0,0.0,2.0,0.0,
cyn0t,0.0,0.0,0.0,1.0,0.0,
cynthia-you,0.0,0.0,3.0,0.0,0.0,
cyphalle,0.0,0.0,0.0,1.0,0.0,
cypherbit,0.0,0.0,0.0,1.0,0.0,
cyprieng,0.0,0.0,0.0,1.0,0.0,
cyril1929,0.0,0.0,1.0,0.0,0.0,
cyrilevos,0.0,0.0,0.0,1.0,0.0,
cyrilgandon,1.0,0.0,4.0,1.0,0.0,
cyschneck,0.0,0.0,0.0,1.0,0.0,
cysin,0.0,0.0,0.0,1.0,0.0,
cyterat,0.0,0.0,0.0,2.0,0.0,
cywzhcr,0.0,0.0,0.0,2.0,0.0,
cyx-weimijiheheda,0.0,0.0,0.0,2.0,0.0,
cyx5445,0.0,0.0,0.0,1.0,0.0,
cz2112,0.0,0.0,0.0,1.0,0.0,
czas09,0.0,0.0,0.0,2.0,0.0,
czgdp1807,31.0,0.0,65.0,4.0,22.0,
czroth,0.0,0.0,0.0,1.0,0.0,
czy1101kksk,0.0,0.0,0.0,1.0,0.0,
d-giles,2.0,0.0,3.0,0.0,1.0,
d-morrison,0.0,0.0,1.0,2.0,0.0,
d-netto,111.0,310.0,76.0,71.0,33.0,
d-ufrik,0.0,0.0,0.0,1.0,0.0,
d-urbonas,0.0,0.0,0.0,1.0,0.0,
d-v-b,128.0,23.0,175.0,4.0,112.0,
d007kkdl9999,0.0,0.0,0.0,1.0,0.0,
d1maz,0.0,0.0,0.0,1.0,0.0,
d33bs,0.0,0.0,1.0,6.0,0.0,
d3vn0o6,0.0,0.0,0.0,1.0,0.0,
d4ksn,0.0,0.0,0.0,1.0,0.0,
d70-t,0.0,0.0,1.0,0.0,0.0,
dPys,24.0,0.0,8.0,0.0,22.0,
daavid00,0.0,0.0,1.0,0.0,0.0,
dadlobster,0.0,0.0,2.0,0.0,0.0,
daeh,0.0,0.0,4.0,3.0,0.0,
daffasalmanudin,0.0,0.0,0.0,1.0,0.0,
daftar,0.0,0.0,0.0,1.0,0.0,
dagghe,0.0,0.0,1.0,0.0,0.0,
dagunliyu,0.0,0.0,0.0,1.0,0.0,
dahaipeng,0.0,0.0,0.0,1.0,0.0,
dahlend,0.0,0.0,2.0,0.0,0.0,
dahvo,0.0,0.0,0.0,1.0,0.0,
daichihattori,0.0,0.0,0.0,1.0,0.0,
daisyyedda,0.0,0.0,0.0,1.0,0.0,
daiyizheng,0.0,0.0,0.0,1.0,0.0,
daiyun169,0.0,0.0,0.0,1.0,0.0,
dakanggo,0.0,0.0,0.0,1.0,0.0,
dakdemir-nmdp,0.0,0.0,0.0,1.0,0.0,
dakni,0.0,0.0,0.0,1.0,0.0,
dakofler,1.0,0.0,1.0,3.0,0.0,
dakshkanaujia,0.0,0.0,1.0,0.0,0.0,
dalaosh,0.0,0.0,0.0,1.0,0.0,
dalcinl,0.0,0.0,2.0,0.0,0.0,
daliposc,0.0,0.0,0.0,1.0,0.0,
dalthviz,128.0,58.0,284.0,34.0,76.0,
dalva8711,0.0,0.0,0.0,1.0,0.0,
dalwar23,0.0,0.0,0.0,1.0,0.0,
damar-wicaksono,0.0,0.0,2.0,0.0,0.0,
damian-666,0.0,0.0,0.0,1.0,0.0,
damian-barsotti,0.0,0.0,0.0,1.0,0.0,
damianobaldan,0.0,0.0,1.0,0.0,0.0,
damianooldoni,0.0,0.0,3.0,0.0,0.0,
damienjacobs,0.0,0.0,0.0,1.0,0.0,
damiskov,0.0,0.0,0.0,1.0,0.0,
damonbayer,1.0,0.0,3.0,1.0,0.0,
damonchen,0.0,0.0,0.0,1.0,0.0,
dan-blanchard,0.0,0.0,0.0,0.0,1.0,
dan-masek,0.0,0.0,0.0,1.0,0.0,
dan123456-eng,0.0,0.0,6.0,0.0,0.0,
danRobot,0.0,0.0,0.0,1.0,0.0,
danalber,0.0,0.0,0.0,1.0,0.0,
danbaron63,0.0,0.0,0.0,1.0,0.0,
dandansamax,0.0,0.0,0.0,1.0,0.0,
danerlt,0.0,0.0,0.0,1.0,0.0,
danfulton,0.0,0.0,0.0,1.0,0.0,
dangotbanned,0.0,0.0,2.0,0.0,0.0,
danhey,0.0,0.0,0.0,1.0,0.0,
danholten,0.0,0.0,0.0,11.0,0.0,
dani-lbnl,0.0,0.0,1.0,0.0,0.0,
daniel-cheng,0.0,0.0,1.0,0.0,0.0,
daniel-pg,0.0,0.0,0.0,1.0,0.0,
daniel-s-tccc,1.0,0.0,0.0,0.0,0.0,
daniel-saunders-phil,0.0,0.0,4.0,0.0,0.0,
daniel769,0.0,0.0,0.0,1.0,0.0,
danielKatagiri,0.0,0.0,1.0,1.0,0.0,
danielafanador97,0.0,0.0,0.0,1.0,0.0,
danielantlobo,0.0,0.0,0.0,1.0,0.0,
danielasay,0.0,0.0,1.0,0.0,0.0,
danielathome19,0.0,0.0,0.0,2.0,0.0,
danielballan,0.0,0.0,0.0,0.0,1.0,
danielbarter,0.0,0.0,1.0,0.0,0.0,
danieldaeschle,0.0,0.0,0.0,1.0,0.0,
danieldean,0.0,0.0,0.0,2.0,0.0,
danieldegroot2,1.0,0.0,0.0,1.0,0.0,
daniele-orlando,0.0,0.0,0.0,1.0,0.0,
danieleades,0.0,0.0,1.0,0.0,0.0,
danieleboaretti,0.0,0.0,1.0,0.0,0.0,
danieleceUL,0.0,0.0,0.0,1.0,0.0,
danieleongari,0.0,0.0,0.0,1.0,0.0,
danielespo,0.0,0.0,0.0,1.0,0.0,
danielfarkat,0.0,0.0,0.0,1.0,0.0,
danielfaust,0.0,0.0,4.0,0.0,0.0,
danielfmonzon,0.0,0.0,0.0,1.0,0.0,
danielfromearth,0.0,0.0,1.0,0.0,0.0,
danielgaio,0.0,0.0,0.0,1.0,0.0,
danielgerardclaassen,0.0,0.0,1.0,0.0,0.0,
danielhjz,0.0,0.0,0.0,1.0,0.0,
danielhrisca,0.0,0.0,2.0,0.0,0.0,
danielkz,0.0,0.0,0.0,1.0,0.0,
daniellegauthier,0.0,0.0,0.0,1.0,0.0,
daniellobrunello,0.0,0.0,0.0,1.0,0.0,
daniellopez0509640,0.0,0.0,0.0,1.0,0.0,
danielmcquillen,0.0,0.0,6.0,0.0,0.0,
danielmk,0.0,0.0,3.0,0.0,0.0,
danielnunezibarra,0.0,0.0,1.0,0.0,0.0,
danielquicenouniandes,0.0,0.0,0.0,1.0,0.0,
danielrfh,0.0,0.0,0.0,1.0,0.0,
danielschwarzgithub,0.0,0.0,0.0,1.0,0.0,
danielsiegl,3.0,1.0,2.0,2.0,2.0,
danielskatz,0.0,0.0,599.0,0.0,1.0,
danieltomasz,0.0,0.0,10.0,4.0,0.0,
danielturek,0.0,0.0,7.0,0.0,0.0,
danielvartan,2.0,3.0,5.0,2.0,0.0,
danielwe,1.0,0.0,6.0,0.0,0.0,
danielz02,0.0,0.0,0.0,2.0,0.0,
danien,0.0,0.0,0.0,1.0,0.0,
daniil2231,0.0,0.0,0.0,1.0,0.0,
danilo-css,0.0,0.0,1.0,1.0,0.0,
danilo5561,0.0,0.0,0.0,1.0,0.0,
daniloceano,0.0,0.0,26.0,0.0,0.0,
danilofreire,0.0,0.0,0.0,2.0,0.0,
danilosetubal,0.0,0.0,0.0,1.0,0.0,
danilyanedo7,0.0,0.0,0.0,1.0,0.0,
danindiana,0.0,0.0,0.0,1.0,0.0,
danlkv,0.0,0.0,1.0,0.0,0.0,
danmaster01,0.0,0.0,0.0,11.0,0.0,
danmyles,0.0,0.0,1.0,0.0,0.0,
dannon,69.0,54.0,60.0,6.0,25.0,
dannyi96,1.0,0.0,3.0,0.0,0.0,
dannymooseLFC,0.0,0.0,4.0,0.0,0.0,
dannypsnl,0.0,0.0,0.0,1.0,0.0,
dannys4,0.0,0.0,7.0,0.0,0.0,
danpetry,0.0,0.0,1.0,0.0,0.0,
danphenderson,0.0,0.0,0.0,1.0,0.0,
danpinY3,0.0,0.0,0.0,1.0,0.0,
danshao,0.0,0.0,0.0,2.0,0.0,
dansteiert,0.0,0.0,1.0,0.0,0.0,
danstol,0.0,0.0,0.0,1.0,0.0,
dantezhu,0.0,0.0,0.0,1.0,0.0,
danyloburavlov,0.0,0.0,0.0,1.0,0.0,
danzek,0.0,0.0,0.0,1.0,0.0,
daoguda6,0.0,0.0,0.0,1.0,0.0,
daoxusheng,0.0,0.0,0.0,1.0,0.0,
daozhangXDZ,0.0,0.0,0.0,1.0,0.0,
dap-biospec,0.0,0.0,1.0,0.0,0.0,
dar326,0.0,0.0,1.0,0.0,0.0,
darcangelomauro,0.0,0.0,0.0,1.0,0.0,
darccau,0.0,0.0,0.0,1.0,0.0,
darikoneil,0.0,0.0,0.0,1.0,0.0,
darkersoldierBsk,0.0,0.0,0.0,1.0,0.0,
darkkoo,0.0,0.0,0.0,1.0,0.0,
darkriver404,0.0,0.0,0.0,2.0,0.0,
darkxtranger,0.0,0.0,0.0,1.0,0.0,
darkzbaron,0.0,0.0,0.0,2.0,0.0,
darrencl,0.0,0.0,17.0,0.0,0.0,
darrenxyli,0.0,0.0,0.0,1.0,0.0,
darrylyeo,0.0,0.0,0.0,1.0,0.0,
darsnack,3.0,0.0,5.0,1.0,2.0,
darthhexx,0.0,0.0,0.0,1.0,0.0,
darthoctopus,0.0,0.0,6.0,1.0,0.0,
dartvader316,1.0,0.0,0.0,1.0,0.0,
daruai,0.0,0.0,0.0,1.0,0.0,
daruxiashiyanwen,0.0,0.0,0.0,1.0,0.0,
darvid,0.0,0.0,0.0,3.0,0.0,
daryll-vallejo,0.0,0.0,0.0,1.0,0.0,
dasayan05,0.0,0.0,2.0,0.0,0.0,
dasergatskov,0.0,0.0,4.0,0.0,0.0,
dashagurova,3.0,0.0,3.0,1.0,3.0,
dashleb33,0.0,0.0,0.0,1.0,0.0,
dasistwo,0.0,0.0,0.0,1.0,0.0,
dask-bot,10.0,18.0,0.0,16.0,0.0,
dassomnath99,0.0,0.0,0.0,1.0,0.0,
dasu109,0.0,0.0,0.0,1.0,0.0,
data-hound,0.0,0.0,0.0,1.0,0.0,
data-niklas,0.0,0.0,0.0,2.0,0.0,
data-stepper,0.0,0.0,0.0,1.0,0.0,
data4good2,0.0,0.0,0.0,1.0,0.0,
datakio,0.0,0.0,0.0,3.0,0.0,
datalina,0.0,0.0,0.0,1.0,0.0,
datapumpernickel,4.0,8.0,4.0,11.0,0.0,
datapythonista,0.0,0.0,4.0,0.0,0.0,
datarocker974,0.0,0.0,0.0,1.0,0.0,
datarollhexasphericon,1.0,0.0,1.0,1.0,0.0,
dataspider,0.0,0.0,3.0,0.0,0.0,
datatravelgit,0.0,0.0,1.0,0.0,0.0,
datawithalvin,0.0,0.0,0.0,1.0,0.0,
datawizz,0.0,0.0,0.0,1.0,0.0,
datawookie,0.0,0.0,0.0,5.0,0.0,
date3k2,0.0,0.0,0.0,2.0,0.0,
datejada,0.0,0.0,7.0,3.0,0.0,
datodotio,0.0,0.0,0.0,1.0,0.0,
datta07,1.0,0.0,0.0,1.0,0.0,
datttrian,0.0,0.0,0.0,5.0,0.0,
daustria,1.0,0.0,8.0,0.0,0.0,
dav-cho,0.0,0.0,0.0,2.0,0.0,
dave-martinez,0.0,0.0,0.0,1.0,0.0,
dave-zy,0.0,0.0,0.0,1.0,0.0,
davelopez,108.0,21.0,47.0,21.0,85.0,
davetang,0.0,0.0,0.0,1.0,0.0,
davetapley,0.0,0.0,2.0,0.0,0.0,
davibarreira,0.0,0.0,0.0,1.0,0.0,
david-barnett,0.0,0.0,4.0,0.0,0.0,
david-cortes,0.0,0.0,3.0,0.0,0.0,
david-hofmann,0.0,0.0,1.0,0.0,0.0,
david-jpwk,0.0,0.0,0.0,1.0,0.0,
david-maier,0.0,0.0,0.0,3.0,0.0,
david-yannick,0.0,0.0,2.0,0.0,0.0,
david-zlj,0.0,0.0,0.0,1.0,0.0,
david4096,0.0,0.0,1.0,1.0,0.0,
david5010,0.0,0.0,0.0,1.0,0.0,
davidacolburn,0.0,0.0,0.0,6.0,0.0,
davidanthoff,38.0,68.0,83.0,41.0,19.0,
davidbrochart,5.0,1.0,3.0,0.0,3.0,
davidbrucecousins,2.0,7.0,0.0,17.0,0.0,
davidcherney,4.0,0.0,3.0,1.0,1.0,
davidcorbin,0.0,0.0,0.0,1.0,0.0,
daviddavo,0.0,0.0,4.0,0.0,0.0,
daviddengxx,0.0,0.0,1.0,0.0,0.0,
daviddnd,0.0,0.0,0.0,1.0,0.0,
davideC00,1.0,0.0,0.0,1.0,0.0,
davidecarlson,0.0,0.0,0.0,1.0,0.0,
davidglt,3.0,1.0,2.0,0.0,2.0,
davidhan0217,0.0,0.0,0.0,1.0,0.0,
davidhassell,0.0,0.0,1.0,0.0,0.0,
davidhcefx,0.0,0.0,2.0,0.0,0.0,
davidhozic,0.0,0.0,0.0,2.0,0.0,
davidhuser,0.0,0.0,0.0,1.0,0.0,
davidizzle,0.0,0.0,1.0,1.0,0.0,
davidjsherman,0.0,0.0,0.0,1.0,0.0,
davidkochanski,0.0,0.0,0.0,1.0,0.0,
davidldennison,0.0,0.0,0.0,1.0,0.0,
davidleitch1,0.0,0.0,0.0,1.0,0.0,
davidmosca,0.0,0.0,6.0,0.0,0.0,
davidneo,0.0,0.0,0.0,1.0,0.0,
davidpagnon,0.0,0.0,18.0,0.0,0.0,Bot
davidpasquale,0.0,0.0,1.0,0.0,0.0,
davidpcg01,0.0,0.0,0.0,1.0,0.0,
davidreihs,0.0,0.0,0.0,1.0,0.0,
davidruvolo51,0.0,0.0,0.0,1.0,0.0,
davidrwerbin,0.0,0.0,0.0,1.0,0.0,
davidscn,0.0,0.0,3.0,0.0,0.0,
davidvandebunte,0.0,0.0,0.0,1.0,0.0,
davidzeng21,0.0,0.0,0.0,1.0,0.0,
daviehh,1.0,0.0,2.0,1.0,0.0,
daviewales,0.0,0.0,1.0,0.0,0.0,
davincee,0.0,0.0,0.0,3.0,0.0,
davipatti,1.0,0.0,0.0,0.0,0.0,
davisilvarafacho,0.0,0.0,0.0,1.0,0.0,
davispuh,0.0,0.0,0.0,1.0,0.0,
davlgd,0.0,0.0,0.0,1.0,0.0,
dawbarton,0.0,0.0,2.0,0.0,0.0,
dawid-szewc,0.0,0.0,0.0,1.0,0.0,
dawkrish,0.0,0.0,0.0,1.0,0.0,
dawnwangcx,0.0,0.0,1.0,0.0,0.0,
dayanadithyan,0.0,0.0,0.0,1.0,0.0,
daycardoso,0.0,0.0,0.0,2.0,0.0,
daydreamer425,0.0,0.0,4.0,0.0,0.0,
daylanselfwork,0.0,0.0,0.0,2.0,0.0,
daylinmorgan,0.0,0.0,3.0,0.0,0.0,
daytwoat,0.0,0.0,0.0,1.0,0.0,
dayvough,0.0,0.0,0.0,1.0,0.0,
dbabokin,0.0,0.0,0.0,1.0,0.0,
dbakaj,4.0,0.0,0.0,1.0,1.0,
dbalabka,6.0,0.0,31.0,4.0,3.0,
dbarattini,0.0,0.0,0.0,1.0,0.0,
dbast,2.0,4.0,2.0,2.0,9.0,
dbaston,37.0,1.0,18.0,0.0,21.0,
dbdespot,0.0,0.0,1.0,0.0,0.0,
dberardi99,0.0,0.0,1.0,1.0,0.0,
dbgb,0.0,0.0,0.0,1.0,0.0,
dbianbian,0.0,0.0,0.0,1.0,0.0,
dbirman,0.0,0.0,2.0,1.0,0.0,
dbitouze,0.0,0.0,4.0,0.0,0.0,
dbms-sema,0.0,0.0,1.0,0.0,0.0,
dbogosavljev,1.0,0.0,1.0,1.0,0.0,
dbolser,0.0,0.0,5.0,0.0,0.0,
dbrkv,0.0,0.0,0.0,1.0,0.0,
dbrose,0.0,0.0,1.0,0.0,0.0,
dbrownems,0.0,0.0,1.0,0.0,0.0,
dbrownf,0.0,0.0,0.0,1.0,0.0,
dbv,0.0,0.0,0.0,1.0,0.0,
dc-acronym,0.0,0.0,0.0,7.0,0.0,
dc-luo,0.0,0.0,7.0,0.0,0.0,
dcamron,0.0,0.0,1.0,0.0,0.0,
dcbark01,0.0,0.0,0.0,1.0,0.0,
dcdrake,0.0,0.0,0.0,2.0,0.0,
dchaley,0.0,0.0,2.0,0.0,0.0,
dchen116,0.0,0.0,1.0,0.0,0.0,
dcherian,251.0,60.0,274.0,8.0,178.0,
dckthulhu,0.0,0.0,0.0,1.0,0.0,
dcpm67,0.0,0.0,0.0,1.0,0.0,
dcuadrac,0.0,0.0,4.0,0.0,0.0,
dd-tar,0.0,0.0,1.0,2.0,0.0,
ddahan,0.0,0.0,0.0,1.0,0.0,
ddasilva,0.0,0.0,0.0,1.0,0.0,
ddd-avi-ddd,0.0,0.0,0.0,1.0,0.0,
dddraxxx,0.0,0.0,0.0,1.0,0.0,
ddebowczyk,0.0,0.0,0.0,1.0,0.0,
ddelange,1.0,0.0,3.0,1.0,0.0,
ddffwyb,0.0,0.0,0.0,1.0,0.0,
ddgunizar,0.0,0.0,0.0,1.0,0.0,
ddianjn,0.0,0.0,0.0,2.0,0.0,
ddk070,0.0,0.0,0.0,1.0,0.0,
ddkasa,0.0,0.0,0.0,1.0,0.0,
ddkauffman,0.0,0.0,0.0,1.0,0.0,
ddmohade506,0.0,0.0,0.0,1.0,0.0,
ddobokki,0.0,0.0,0.0,1.0,0.0,
ddotta,0.0,0.0,3.0,0.0,0.0,
ddspot,0.0,0.0,1.0,0.0,0.0,
ddspys,0.0,0.0,0.0,2.0,0.0,
dduong1603,0.0,0.0,0.0,1.0,0.0,
ddy130,0.0,0.0,0.0,1.0,0.0,
de-Manzanares,0.0,0.0,0.0,2.0,0.0,
dead-1ine,0.0,0.0,0.0,1.0,0.0,
deadboizxc,0.0,0.0,0.0,1.0,0.0,
dean4ta,0.0,0.0,0.0,1.0,0.0,
deanmarchiori,0.0,0.0,1.0,0.0,0.0,
dearMOMO,0.0,0.0,0.0,1.0,0.0,
deathbychocolate,0.0,0.0,0.0,1.0,0.0,
debaggi,0.0,0.0,0.0,1.0,0.0,
debashish2014,0.0,0.0,0.0,2.0,0.0,
debrupf2946,0.0,0.0,0.0,1.0,0.0,
dec0dedd,0.0,0.0,0.0,2.0,0.0,
dec1costello,0.0,0.0,0.0,1.0,0.0,
decadeneo,0.0,0.0,0.0,3.0,0.0,
decaluwe,3.0,0.0,0.0,0.0,2.0,
decimad,0.0,0.0,1.0,0.0,0.0,
declan-ff,0.0,0.0,0.0,1.0,0.0,
decorouz,2.0,0.0,3.0,0.0,0.0,
dedwar65,0.0,0.0,1.0,0.0,0.0,
dee-me-tree-or-love,0.0,0.0,0.0,2.0,0.0,
deeenes,0.0,0.0,0.0,1.0,0.0,
deefete,0.0,0.0,0.0,2.0,0.0,
deekapila,1.0,0.0,4.0,1.0,0.0,
deepakangadi,0.0,0.0,0.0,3.0,0.0,
deepakyadavfad,0.0,0.0,1.0,0.0,0.0,
deepcoder007,0.0,0.0,0.0,2.0,0.0,
deependujha,0.0,0.0,0.0,1.0,0.0,
deepraining,0.0,0.0,0.0,1.0,0.0,
deepsatflow,0.0,0.0,0.0,1.0,0.0,
deeptesh-rout,0.0,0.0,0.0,1.0,0.0,
deepthisreekvs,0.0,0.0,1.0,1.0,0.0,
deepyaman,2.0,0.0,9.0,0.0,1.0,
deevdevil88,0.0,0.0,0.0,1.0,0.0,
defaulter-0035,0.0,0.0,2.0,0.0,0.0,
defce74,0.0,0.0,0.0,1.0,0.0,
defrein,0.0,0.0,0.0,1.0,0.0,
defuneste,0.0,0.0,0.0,1.0,0.0,
degi,0.0,0.0,0.0,1.0,0.0,
degital-secretary,0.0,0.0,0.0,5.0,0.0,
degouville,0.0,0.0,0.0,4.0,0.0,
deinestroza,0.0,0.0,0.0,1.0,0.0,
deka27,0.0,0.0,4.0,0.0,0.0,
dekan-aleksandr,0.0,0.0,1.0,0.0,0.0,
del-Real,0.0,0.0,0.0,1.0,0.0,
delbar,0.0,0.0,0.0,1.0,0.0,
delbern310,0.0,0.0,0.0,1.0,0.0,
deligerMENG,0.0,0.0,0.0,1.0,0.0,
delsdwf,0.0,0.0,0.0,3.0,0.0,
deltacodepl,0.0,0.0,0.0,1.0,0.0,
delucchi-cmu,0.0,0.0,1.0,0.0,0.0,
dem865,0.0,0.0,0.0,1.0,0.0,
demiangrams,0.0,0.0,0.0,1.0,0.0,
demon386,0.0,0.0,0.0,2.0,0.0,
dendenxu,0.0,0.0,0.0,1.0,0.0,
dengbangjie,0.0,0.0,0.0,1.0,0.0,
dengg88,0.0,0.0,0.0,1.0,0.0,
denghb001,0.0,0.0,0.0,1.0,0.0,
dengzq1234,0.0,0.0,1.0,0.0,0.0,
deniederhut,0.0,0.0,1.0,0.0,0.0,
denis-sp,0.0,0.0,2.0,0.0,0.0,
denisfitz57,0.0,0.0,0.0,1.0,0.0,
deniskrumko,0.0,0.0,0.0,1.0,0.0,
denismurphy,0.0,0.0,0.0,1.0,0.0,
deniss-muhla,0.0,0.0,0.0,1.0,0.0,
denizacargit,0.0,0.0,0.0,1.0,0.0,
denizozdemir,0.0,0.0,1.0,0.0,0.0,
dennisjlee,1.0,0.0,11.0,1.0,0.0,
dennist12,0.0,0.0,0.0,1.0,0.0,
dentiny,0.0,0.0,0.0,1.0,0.0,
deontaepharr,0.0,0.0,0.0,1.0,0.0,
dependabot[bot],802.0,64.0,259.0,951.0,0.0,
depleur,0.0,0.0,0.0,1.0,0.0,
dequeueing,0.0,0.0,0.0,1.0,0.0,
der-Lehmann,1.0,0.0,0.0,1.0,0.0,
derak-isaack,0.0,0.0,0.0,1.0,0.0,
derek-corcoran-barrios,0.0,0.0,2.0,0.0,0.0,
derek-slack,0.0,0.0,0.0,1.0,0.0,
derekburgess,0.0,0.0,0.0,1.0,0.0,
derekharmanli,0.0,0.0,0.0,1.0,0.0,
derekhsu,0.0,0.0,0.0,1.0,0.0,
derekmauro,0.0,0.0,0.0,1.0,0.0,
deronsmith,0.0,0.0,3.0,0.0,0.0,
dery-a11y,0.0,0.0,0.0,1.0,0.0,
designbybeck,0.0,0.0,0.0,1.0,0.0,
desiree-rentz,0.0,0.0,3.0,0.0,0.0,
deskpil0t,0.0,0.0,0.0,1.0,0.0,
desmodus1984,0.0,0.0,3.0,0.0,0.0,
desperado0517,0.0,0.0,0.0,1.0,0.0,
despicableGruu,0.0,0.0,0.0,1.0,0.0,
desruisseaux,0.0,0.0,1.0,0.0,0.0,
dessaigne,0.0,0.0,0.0,2.0,0.0,
destiny2408,0.0,0.0,0.0,1.0,0.0,
destinyhill,0.0,0.0,0.0,2.0,0.0,
detaide,0.0,0.0,0.0,1.0,0.0,
determ1ne,3.0,0.0,3.0,2.0,3.0,
detlefarend,0.0,0.0,0.0,1.0,0.0,
detrout,0.0,0.0,1.0,0.0,0.0,
deutschthomas,0.0,0.0,1.0,0.0,0.0,
dev-jatin-mehra,0.0,0.0,0.0,1.0,0.0,
dev-vyas-2023,0.0,0.0,0.0,1.0,0.0,
dev0Guy,0.0,0.0,0.0,1.0,0.0,
dev10110,3.0,0.0,3.0,1.0,2.0,
devSJR,0.0,0.0,7.0,0.0,0.0,
devarops,0.0,0.0,4.0,0.0,0.0,
devbullion,0.0,0.0,1.0,0.0,0.0,
devel-chm,0.0,0.0,1.0,0.0,0.0,
deverchettychandrashekar,0.0,0.0,3.0,0.0,0.0,
devhitfrank,0.0,0.0,0.0,1.0,0.0,
devil123w,0.0,0.0,0.0,1.0,0.0,
devilll93,0.0,0.0,0.0,1.0,0.0,
devinbhowe,0.0,0.0,0.0,1.0,0.0,
devjunj,0.0,0.0,0.0,1.0,0.0,
devmoreir4,0.0,0.0,0.0,1.0,0.0,
devmotion,10.0,4.0,18.0,4.0,6.0,
devopsengineerDan,0.0,0.0,0.0,1.0,0.0,
devos0024,0.0,0.0,4.0,0.0,0.0,
devprnvk,0.0,0.0,0.0,4.0,0.0,
devraj,0.0,0.0,0.0,2.0,0.0,
devrite,0.0,0.0,0.0,1.0,0.0,
devseunggwan,0.0,0.0,0.0,2.0,0.0,
devsujay19,0.0,0.0,0.0,3.0,0.0,
devsunu,0.0,0.0,0.0,1.0,0.0,
devsuperrk,0.0,0.0,2.0,0.0,0.0,
devyankapoor,0.0,0.0,0.0,1.0,0.0,
devzhk,0.0,0.0,0.0,1.0,0.0,
dfakhriev,0.0,0.0,0.0,1.0,0.0,
dfernandezf,0.0,0.0,0.0,1.0,0.0,
dfguerrerom,0.0,0.0,0.0,1.0,0.0,
dflvunoooooo,0.0,0.0,1.0,0.0,0.0,
dfm,0.0,0.0,143.0,0.0,0.0,
dfontenot,0.0,0.0,0.0,1.0,0.0,
dforristall,0.0,0.0,0.0,1.0,0.0,
dg0yt,3.0,0.0,4.0,0.0,4.0,
dg981001,0.0,0.0,0.0,1.0,0.0,
dgarboleda,0.0,0.0,0.0,1.0,0.0,
dgarros,0.0,0.0,0.0,1.0,0.0,
dglaeser,0.0,0.0,1.0,0.0,0.0,
dglee0914,0.0,0.0,0.0,2.0,0.0,
dgreenfield0,0.0,0.0,0.0,1.0,0.0,
dgrell,0.0,0.0,5.0,0.0,0.0,
dgrifka,0.0,0.0,0.0,2.0,0.0,
dgupta7,0.0,0.0,8.0,0.0,0.0,
dham,2.0,1.0,5.0,1.0,1.0,
dhanushh07,0.0,0.0,0.0,1.0,0.0,
dharmikumbhani,0.0,0.0,0.0,1.0,0.0,
dhdeangelis,1.0,0.0,9.0,0.0,0.0,
dheerajraina,0.0,0.0,0.0,1.0,0.0,
dhelms33,0.0,0.0,1.0,1.0,0.0,
dhfija9269,0.0,0.0,0.0,1.0,0.0,
dhirensr,0.0,0.0,3.0,1.0,0.0,
dhirschfeld,0.0,0.0,2.0,0.0,0.0,
dhjang03,0.0,0.0,0.0,1.0,0.0,
dhjx1996,0.0,0.0,1.0,0.0,0.0,
dhmbb2,0.0,0.0,0.0,1.0,0.0,
dholland88,1.0,0.0,2.0,0.0,0.0,
dholth,66.0,42.0,48.0,18.0,51.0,
dhomeier,26.0,0.0,42.0,0.0,27.0,
dhruvbalwada,0.0,0.0,11.0,0.0,0.0,
dhruvji,0.0,0.0,0.0,2.0,0.0,
dhsathiya,0.0,0.0,0.0,1.0,0.0,
dhuan,0.0,0.0,0.0,1.0,0.0,
dhunstack,0.0,0.0,0.0,1.0,0.0,
dhvalden,0.0,0.0,6.0,0.0,0.0,
dialvarezs,0.0,0.0,0.0,1.0,0.0,
dianichj,2.0,0.0,1.0,6.0,0.0,
dianita956,0.0,0.0,0.0,1.0,0.0,
dianitais,0.0,0.0,0.0,1.0,0.0,
dianpeng,0.0,0.0,0.0,2.0,0.0,
diariesofijon,0.0,0.0,0.0,1.0,0.0,
diasgc,0.0,0.0,0.0,1.0,0.0,
diasjoaocarlos,0.0,0.0,3.0,0.0,0.0,
diazrenata,0.0,0.0,24.0,0.0,0.0,
dibyanshu-8,0.0,0.0,0.0,1.0,0.0,
dice1546,0.0,0.0,0.0,1.0,0.0,
didemsayin,0.0,0.0,0.0,1.0,0.0,
didhat,0.0,0.0,0.0,1.0,0.0,
